state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,child_0_5_share,child_5_17_share,total_demo_updates,total_bio_updates,updates_per_1000,voluntary_share,mandatory_share,voluntary_dominance_ratio,age_transition_stress,child_exclusion_risk,migration_pressure,service_centralization,exclusion_risk_index,fraud_risk_proxy,net_correction_benefit,policy_recommendation
Maharashtra,Buldhana,5849,1093,142,7084,0.825663467,0.154291361,114172,219501,47102.34331,0.342166306,0.657833694,0.520141047,0.186837607,8800.4891,16114.60833,6.648178308,0.670093458,0.655140187,0.014953271,Proactive Correction
Maharashtra,Chandrapur,4014,375,86,4475,0.89698324,0.083798883,112071,213634,72783.24022,0.344086385,0.655913615,0.524591008,0.093399751,6797.936509,25038.20375,16.26077753,0.562616822,0.65046729,-0.087850467,Stricter Enforcement
Maharashtra,Chatrapati Sambhaji Nagar,114,81,16,211,0.54028436,0.383886256,7640,2204,46654.02844,0.776028441,0.223971559,3.464852608,0.704347826,32860.66351,36037.73585,220.0661719,0.948598131,0.042056075,0.906542056,Proactive Correction
Maharashtra,Chhatrapati Sambhajinagar,411,365,234,1010,0.406930693,0.361386139,14738,4867,19410.89109,0.751708661,0.248291339,3.027526705,0.88592233,17196.54186,14577.6459,19.19969445,0.863551402,0.055140187,0.808411215,Proactive Correction
Maharashtra,Dharashiv,89,28,27,144,0.618055556,0.194444444,3188,643,26604.16667,0.831941545,0.168058455,4.950310559,0.311111111,8276.851852,21986.2069,183.4770115,0.642056075,0.024299065,0.617757009,Proactive Correction
Maharashtra,Dhule,7244,4842,519,12605,0.574692582,0.38413328,61908,197854,20607.85403,0.238324935,0.761675065,0.312895808,0.668322981,13772.70244,4910.994764,1.634765511,0.806542056,0.9,-0.093457944,Stricter Enforcement
Maharashtra,Gadchiroli,2084,268,22,2374,0.877843302,0.112889638,52698,140665,81450.29486,0.272532633,0.727467367,0.374632107,0.12853717,10469.39042,22188.63158,34.29486099,0.728971963,0.841121495,-0.112149533,Stricter Enforcement
Maharashtra,Gondia,25,4,0,29,0.862068966,0.137931034,975,865,63448.27586,0.529603476,0.470396524,1.125866051,0.153846154,9761.27321,32500,2114.942529,0.703738318,0.243925234,0.459813084,Proactive Correction
Maharashtra,Gondiya,2780,104,6,2890,0.961937716,0.035986159,63618,96514,55408.99654,0.397282259,0.602717741,0.659151427,0.03739662,2072.109184,22005.53442,19.16603132,0.178504673,0.529906542,-0.351401869,Stricter Enforcement
Maharashtra,Gondiya *,53,4,0,57,0.929824561,0.070175439,2008,1408,59929.82456,0.587649985,0.412350015,1.425124202,0.074074074,4439.246264,34620.68966,1033.272837,0.386915888,0.171028037,0.21588785,Proactive Correction
Maharashtra,Hingoli,6359,1457,373,8189,0.776529491,0.177921602,96551,117064,26085.60264,0.451983934,0.548016066,0.82476402,0.22908805,5975.89985,11788.88889,3.185055267,0.498130841,0.403738318,0.094392523,Proactive Correction
Maharashtra,Hingoli *,1,0,0,1,1,0,3,9,12000,0.230769231,0.769230769,0.3,0,0,1500,6000,0.038785047,0.91682243,-0.878037383,Stricter Enforcement
Maharashtra,Jalgaon,10454,2579,227,13260,0.788386124,0.194494721,151076,417384,42870.28658,0.265763175,0.734236825,0.361958384,0.246676231,10575.08073,11392.50434,3.232809485,0.734579439,0.854205607,-0.119626168,Stricter Enforcement
Maharashtra,Jalna,4627,944,19,5590,0.827728086,0.168872987,79540,192692,48699.82111,0.292176187,0.707823813,0.412780952,0.203975799,9933.584945,14226.43534,8.710395477,0.712149533,0.791588785,-0.079439252,Stricter Enforcement
Maharashtra,Kolhapur,6423,985,72,7480,0.85868984,0.131684492,129934,271084,53612.03209,0.324009586,0.675990414,0.479310917,0.153331258,8220.400312,17368.53362,7.16642589,0.640186916,0.717757009,-0.077570093,Stricter Enforcement
Maharashtra,Latur,5828,1631,148,7607,0.766136453,0.214407782,125627,246741,48950.7033,0.337372338,0.662627662,0.509143154,0.279807857,13696.7914,16512.48686,6.434109267,0.804672897,0.670093458,0.134579439,Proactive Correction
Maharashtra,Mumbai,10594,3881,77,14552,0.728009896,0.266698736,135483,404359,37097.44365,0.250967411,0.749032589,0.335055396,0.366304861,13588.97393,9309.626881,2.549126891,0.801869159,0.875700935,-0.073831776,Stricter Enforcement
Maharashtra,Mumbai City,2314,449,166,2929,0.790030727,0.15329464,51875,47571,33952.20212,0.52163464,0.47836536,1.090452367,0.193952484,6585.113931,17704.77816,11.58778229,0.542056075,0.254205607,0.287850467,Proactive Correction
Maharashtra,Mumbai Suburban,12480,4946,790,18216,0.685111989,0.271519543,192977,174190,20156.29117,0.525582295,0.474417705,1.107847133,0.396282349,7987.582416,10593.23709,1.106455024,0.627102804,0.24953271,0.377570093,Proactive Correction
Maharashtra,Mumbai( Sub Urban ),340,79,0,419,0.811455847,0.188544153,3641,4927,20448.68735,0.424903723,0.575096277,0.738839286,0.231671554,4737.379181,8669.047619,48.68735084,0.41682243,0.460747664,-0.043925234,Stricter Enforcement
Maharashtra,Nagpur,10093,1502,233,11828,0.85331417,0.126986811,158901,350923,43103.14508,0.311677536,0.688322464,0.452807445,0.148801268,6413.802646,13433.17271,3.643853671,0.522429907,0.744859813,-0.222429907,Stricter Enforcement
Maharashtra,Nanded,9164,2447,336,11947,0.767054491,0.204821294,236789,342540,48491.58785,0.408729049,0.591270951,0.691271994,0.266993999,12946.96295,19818.29595,4.058552716,0.790654206,0.503738318,0.286915888,Proactive Correction
Maharashtra,Nandurbar,7649,2630,237,10516,0.72736782,0.250095093,41044,199747,22897.58463,0.170454168,0.829545832,0.205478903,0.34379085,7871.980076,3902.633831,2.17719736,0.620560748,0.957009346,-0.336448598,Stricter Enforcement
Maharashtra,Nandurbar *,106,33,1,140,0.757142857,0.235714286,600,1645,16035.71429,0.267141585,0.732858415,0.364520049,0.308411215,4945.594126,4255.319149,113.7284701,0.434579439,0.851401869,-0.41682243,Stricter Enforcement
Maharashtra,Nashik,16262,5802,304,22368,0.727020744,0.259388412,246100,576606,36780.48999,0.299134443,0.700865557,0.426807167,0.356760745,13121.83502,11001.83289,1.644261701,0.794392523,0.775700935,0.018691589,Proactive Correction
Maharashtra,Osmanabad,3303,713,10,4026,0.820417288,0.177098857,108833,155055,65545.95132,0.412419616,0.587580384,0.701894799,0.215799031,14144.75281,27025.82568,16.27662064,0.81682243,0.491588785,0.325233645,Proactive Correction
Maharashtra,Palghar,7343,3191,165,10699,0.686325825,0.298252173,122107,157952,26176.18469,0.436002999,0.563997001,0.773059075,0.434504357,11373.66631,11411.86916,2.446372401,0.753271028,0.442056075,0.311214953,Proactive Correction
Maharashtra,Parbhani,5062,1011,199,6272,0.807079082,0.161192602,116829,184026,47967.95281,0.388321988,0.611678012,0.63484706,0.199683982,9578.431817,18624.1033,7.646732473,0.699065421,0.55046729,0.148598131,Proactive Correction
Maharashtra,Pune,24088,6536,1139,31763,0.758366653,0.205774014,438478,605762,32875.98778,0.419901153,0.580098847,0.723844144,0.271327162,8920.148456,13804.2438,1.035007801,0.677570093,0.472897196,0.204672897,Proactive Correction
Maharashtra,Raigad,2585,743,105,3433,0.752985727,0.216428779,42361,14025,16424.70143,0.751254722,0.248745278,3.020176814,0.287316319,4719.084749,12335.76005,4.782964889,0.41588785,0.056074766,0.359813084,Proactive Correction
Maharashtra,Raigarh,4414,815,1,5230,0.843977055,0.15583174,85867,156663,46372.84895,0.354045462,0.645954538,0.548096563,0.184597961,8560.333385,16415.02581,8.86500649,0.664485981,0.629906542,0.034579439,Proactive Correction
Maharashtra,Raigarh(MH),72,16,0,88,0.818181818,0.181818182,853,500,15375,0.629985229,0.370014771,1.70259481,0.219178082,3369.863014,9584.269663,172.752809,0.303738318,0.131775701,0.171962617,Proactive Correction
Maharashtra,Ratnagiri,2352,219,32,2603,0.903572801,0.084133692,53009,139189,73837.11103,0.275802684,0.724197316,0.380839141,0.093072673,6872.217303,20356.75883,28.35526537,0.565420561,0.831775701,-0.26635514,Stricter Enforcement
Maharashtra,Sangli,5697,1802,133,7632,0.746462264,0.236111111,89884,223013,40998.03459,0.287262942,0.712737058,0.403041961,0.316251316,12965.6824,11775.71073,5.37115611,0.791588785,0.805607477,-0.014018692,Stricter Enforcement
Maharashtra,Satara,5148,717,156,6021,0.855007474,0.119083209,98223,209569,51119.74755,0.319120318,0.680879682,0.468688266,0.13925034,7118.442221,16310.69412,8.488832207,0.58411215,0.727102804,-0.142990654,Stricter Enforcement
Maharashtra,Sindhudurg,1121,59,22,1202,0.932612313,0.049084859,27892,48377,63451.74709,0.3657008,0.6342992,0.576543057,0.05258467,3336.589196,23185.36991,52.74459442,0.300934579,0.603738318,-0.302803738,Stricter Enforcement
Maharashtra,Solapur,9537,2495,260,12292,0.775870485,0.202977546,265546,334507,48816.54735,0.442536838,0.557463162,0.793840506,0.261585238,12769.68816,21601.39917,3.971084955,0.786915888,0.417757009,0.369158879,Proactive Correction
Maharashtra,Thane,29092,13629,967,43688,0.665903681,0.311962095,447253,571273,23313.63303,0.439117471,0.560882529,0.782904526,0.468463204,10921.57923,10237.1993,0.533627069,0.742990654,0.430841121,0.312149533,Proactive Correction
Maharashtra,Wardha,1859,89,5,1953,0.95186892,0.045570917,30342,126459,80287.25038,0.193505185,0.806494815,0.239933576,0.047849462,3841.701766,15528.14739,41.08866447,0.344859813,0.942056075,-0.597196262,Stricter Enforcement
Maharashtra,Washim,3041,300,45,3386,0.898109864,0.088600118,53874,138620,56849.97047,0.279872204,0.720127796,0.388642413,0.098619329,5606.505963,15906.1116,16.78475656,0.482242991,0.823364486,-0.341121495,Stricter Enforcement
Maharashtra,Washim *,28,4,0,32,0.875,0.125,995,839,57312.5,0.542234332,0.457765668,1.18452381,0.137931034,7905.172414,30151.51515,1736.742424,0.624299065,0.224299065,0.4,Proactive Correction
Maharashtra,Yavatmal,6054,1339,201,7594,0.797208322,0.176323413,196112,327187,68909.53384,0.374760176,0.625239824,0.599386286,0.221139554,15238.62359,25821.19816,9.073013014,0.834579439,0.579439252,0.255140187,Proactive Correction
Manipur,Bishnupur,516,559,42,1117,0.461951656,0.500447628,42055,30309,64784.24351,0.581151109,0.418848891,1.387495876,1.081237911,70047.18012,37616.27907,57.94655055,0.987850467,0.177570093,0.810280374,Proactive Correction
Manipur,Chandel,244,510,5,759,0.321475626,0.671936759,8989,8683,23283.26746,0.508628982,0.491371018,1.035122064,2.081632653,48467.20981,11827.63158,30.63587823,0.975700935,0.270093458,0.705607477,Proactive Correction
Manipur,Churachandpur,1256,3274,108,4638,0.270806382,0.705907719,19273,18812,8211.513583,0.506038964,0.493961036,1.024451177,2.604614161,21387.82456,4154.559172,1.770104243,0.905607477,0.275700935,0.629906542,Proactive Correction
Manipur,Imphal East,559,564,9,1132,0.493816254,0.498233216,56020,59274,101849.8233,0.485884037,0.514115963,0.945086461,1.007142857,102577.3221,49443.9541,89.89393056,0.993457944,0.328971963,0.664485981,Proactive Correction
Manipur,Imphal West,645,559,32,1236,0.52184466,0.452265372,59350,61311,97622.16828,0.491869851,0.508130149,0.967999739,0.865325077,84474.91033,47978.98141,78.91848689,0.990654206,0.309345794,0.681308411,Proactive Correction
Manipur,Jiribam,53,91,1,145,0.365517241,0.627586207,1997,1966,27331.03448,0.503784057,0.496215943,1.015251652,1.685185185,46057.85441,13678.08219,187.1988663,0.972897196,0.280373832,0.692523364,Proactive Correction
Manipur,Kakching,39,69,1,109,0.357798165,0.633027523,3325,2047,49284.40367,0.618834915,0.381165085,1.623535156,1.725,85015.59633,30227.27273,448.0400334,0.991588785,0.143925234,0.847663551,Proactive Correction
Manipur,Pherzawl,1,10,0,11,0.090909091,0.909090909,176,2,16181.81818,0.983240223,0.016759777,58.66666667,5,80909.09091,14666.66667,1348.484848,0.989719626,0.006542056,0.98317757,Proactive Correction
Manipur,Senapati,764,721,16,1501,0.508994004,0.480346436,25510,22596,32049.30047,0.530276259,0.469723741,1.128910917,0.94248366,30205.94201,16984.0213,21.33774998,0.943925234,0.242990654,0.700934579,Proactive Correction
Manipur,Tamenglong,297,634,29,960,0.309375,0.660416667,10431,7854,19046.875,0.570436399,0.429563601,1.327943985,2.127516779,40522.54614,10854.31842,19.81984912,0.965420561,0.192523364,0.772897196,Proactive Correction
Manipur,Thoubal,423,638,6,1067,0.396438613,0.597938144,59244,56043,108047.7976,0.513878287,0.486121713,1.057097994,1.504716981,162581.3558,55471.91011,101.1683498,0.996261682,0.262616822,0.73364486,Proactive Correction
Manipur,Ukhrul,343,424,14,781,0.439180538,0.542893726,15176,13690,36960.3073,0.525721412,0.474278588,1.108465415,1.23255814,45555.7276,19406.64962,47.26382007,0.971962617,0.248598131,0.723364486,Proactive Correction
Meghalaya,East Garo Hills,1012,3366,1674,6052,0.167217449,0.556179775,6345,2724,1498.512888,0.699558986,0.300441014,2.328440367,3.322803554,4979.263951,1048.240542,0.247565321,0.439252336,0.087850467,0.351401869,Proactive Correction
Meghalaya,East Jaintia Hills,983,2354,1796,5133,0.191505942,0.458601208,3394,2782,1203.195013,0.549457666,0.450542334,1.219547251,2.392276423,2878.375061,661.0829762,0.234358203,0.257009346,0.213084112,0.043925234,Proactive Correction
Meghalaya,East Khasi Hills,4258,14606,9948,28812,0.147785645,0.506941552,16360,21004,1296.820769,0.437842901,0.562157099,0.778862176,3.429443531,4447.373598,567.7992573,0.045008183,0.387850467,0.435514019,-0.047663551,Stricter Enforcement
Meghalaya,Eastern West Khasi Hills,3,226,589,818,0.003667482,0.276283619,306,8,383.8630807,0.971428571,0.028571429,34,56.5,21688.26406,373.6263736,0.46869729,0.907476636,0.011214953,0.896261682,Proactive Correction
Meghalaya,Jaintia Hills,4,0,0,4,1,0,25,8,8250,0.735294118,0.264705882,2.777777778,0,0,5000,1650,0.038785047,0.06728972,-0.028504673,Stricter Enforcement
Meghalaya,Kamrup,13,71,59,143,0.090909091,0.496503497,0,0,0,0,1,0,5.071428571,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Meghalaya,North Garo Hills,457,1854,758,3069,0.148908439,0.604105572,3832,1243,1653.633105,0.754925138,0.245074862,3.080385852,4.048034934,6693.964579,1248.208469,0.538642705,0.553271028,0.054205607,0.499065421,Proactive Correction
Meghalaya,Ri Bhoi,1338,4598,3372,9308,0.143747314,0.49398367,8216,4524,1368.715084,0.644847343,0.355152657,1.815690608,3.4339059,4700.038802,882.586744,0.147031376,0.412149533,0.121495327,0.290654206,Proactive Correction
Meghalaya,South Garo Hills,568,2427,1446,4441,0.127899122,0.546498536,4004,1285,1190.947985,0.756899811,0.243100189,3.113530327,4.265377856,5079.843161,901.3957677,0.268110757,0.448598131,0.053271028,0.395327103,Proactive Correction
Meghalaya,South West Garo Hills,2417,1656,883,4956,0.487691687,0.334140436,7182,4915,2440.879742,0.593651843,0.406348157,1.460943857,0.684863524,1671.669501,1448.860198,0.49241068,0.14953271,0.161682243,-0.012149533,Stricter Enforcement
Meghalaya,South West Khasi Hills,789,1543,1114,3446,0.228961114,0.447765525,4740,3432,2371.445154,0.5799584,0.4200416,1.380716574,1.953164557,4631.822623,1375.10879,0.687973645,0.406542056,0.180373832,0.226168224,Proactive Correction
Meghalaya,West Garo Hills,4545,6790,4540,15875,0.286299213,0.427716535,14970,33470,3051.338583,0.309035734,0.690964266,0.447252846,1.493620766,4557.54267,942.9327286,0.192198197,0.399065421,0.753271028,-0.354205607,Stricter Enforcement
Meghalaya,West Jaintia Hills,2382,5636,3798,11816,0.201591063,0.476980366,7460,6177,1154.113067,0.547001027,0.452998973,1.207510521,2.365086026,2729.576687,631.2938986,0.097665488,0.243925234,0.21682243,0.027102804,Proactive Correction
Meghalaya,West Khasi Hills,2410,8178,5310,15898,0.151591395,0.514404328,10544,6054,1044.030696,0.635218989,0.364781011,1.741370768,3.391953546,3541.303621,663.1863639,0.065666438,0.320560748,0.128037383,0.192523364,Proactive Correction
Mizoram,Aizawl,762,236,61,1059,0.719546742,0.222851747,12892,37677,47751.6525,0.254933755,0.745066245,0.342162535,0.309305374,14769.84271,12162.26415,45.04872878,0.827102804,0.871962617,-0.044859813,Stricter Enforcement
Mizoram,Champhai,805,269,91,1165,0.690987124,0.230901288,6469,15968,19259.22747,0.288305553,0.711694447,0.405097376,0.333746898,6427.70743,5548.027444,16.51734774,0.527102804,0.801869159,-0.274766355,Stricter Enforcement
Mizoram,Hnahthial,2,0,0,2,1,0,47,17,32000,0.723076923,0.276923077,2.611111111,0,0,15666.66667,10666.66667,0.038785047,0.073831776,-0.035046729,Stricter Enforcement
Mizoram,Khawzawl,5,7,24,36,0.138888889,0.194444444,35,8,1194.444444,0.795454545,0.204545455,3.888888889,1.166666667,1393.518519,945.9459459,32.28228228,0.131775701,0.034579439,0.097196262,Proactive Correction
Mizoram,Kolasib,189,51,35,275,0.687272727,0.185454545,3867,10931,53810.90909,0.261301439,0.738698561,0.353732162,0.268421053,14443.98086,14010.86957,194.9670619,0.823364486,0.865420561,-0.042056075,Stricter Enforcement
Mizoram,Lawngtlai,1164,381,97,1642,0.708891596,0.232034105,4395,13430,10855.66382,0.246549983,0.753450017,0.327228055,0.327038627,3550.221388,2674.984784,6.607220831,0.321495327,0.885046729,-0.563551402,Stricter Enforcement
Mizoram,Lunglei,541,116,69,726,0.745179063,0.159779614,7323,15289,31146.00551,0.323840269,0.676159731,0.478940484,0.21402214,6665.934759,10072.90234,42.84182326,0.54953271,0.718691589,-0.169158879,Stricter Enforcement
Mizoram,Mamit,141,27,3,171,0.824561404,0.157894737,1809,10715,73239.76608,0.144431138,0.855568862,0.16881299,0.190140845,13925.87102,10517.44186,425.8125935,0.811214953,0.957943925,-0.146728972,Stricter Enforcement
Mizoram,Mammit,71,8,0,79,0.898734177,0.101265823,636,2857,44215.18987,0.182026331,0.817973669,0.22253324,0.111111111,4912.798875,7950,552.6898734,0.429906542,0.951401869,-0.521495327,Stricter Enforcement
Mizoram,Saiha,374,181,102,657,0.569254186,0.275494673,1851,5756,11578.38661,0.24329653,0.75670347,0.321521626,0.482666667,5588.501268,2813.069909,17.59633223,0.481308411,0.893457944,-0.412149533,Stricter Enforcement
Mizoram,Saitual,2,3,7,12,0.166666667,0.25,127,77,17000,0.619512195,0.380487805,1.628205128,1,17000,9769.230769,1307.692308,0.860747664,0.142056075,0.718691589,Proactive Correction
Mizoram,Serchhip,80,16,6,102,0.784313725,0.156862745,2455,7604,98617.64706,0.244035785,0.755964215,0.322813938,0.197530864,19480.02905,23834.95146,957.4528841,0.887850467,0.890654206,-0.002803738,Stricter Enforcement
Nagaland,Chumukedima,37,97,50,184,0.201086957,0.527173913,1837,651,13521.73913,0.738047409,0.261952591,2.817484663,2.552631579,34516.01831,9929.72973,73.09048179,0.953271028,0.065420561,0.887850467,Proactive Correction
Nagaland,Dimapur,1118,1802,276,3196,0.349812265,0.563829787,8215,25223,10462.45307,0.245671222,0.754328778,0.32568189,1.610366399,16848.38286,2569.596497,3.272584631,0.854205607,0.886915888,-0.03271028,Stricter Enforcement
Nagaland,Kiphire,163,693,52,908,0.179515419,0.763215859,1958,4310,6903.0837,0.312330515,0.687669485,0.454186964,4.225609756,29169.73783,2154.015402,7.594151486,0.941121495,0.742990654,0.198130841,Proactive Correction
Nagaland,Kohima,562,952,107,1621,0.346699568,0.587291795,3308,13953,10648.36521,0.191634805,0.808365195,0.237064641,1.690941385,18005.76142,2039.45746,6.564960053,0.875700935,0.943925234,-0.068224299,Stricter Enforcement
Nagaland,Longleng,205,636,48,889,0.230596175,0.715410574,820,2674,3930.258718,0.234620887,0.765379113,0.306542056,3.087378641,12134.19682,921.3483146,4.416021031,0.768224299,0.908411215,-0.140186916,Stricter Enforcement
Nagaland,Meluri,2,13,2,17,0.117647059,0.764705882,96,865,56529.41176,0.0997921,0.9002079,0.110854503,4.333333333,244960.7843,5333.333333,3140.522876,0.998130841,0.962616822,0.035514019,Proactive Correction
Nagaland,Mokokchung,132,315,43,490,0.269387755,0.642857143,2696,8545,22940.81633,0.23981498,0.76018502,0.315469225,2.368421053,54333.51235,5490.835031,46.72264018,0.981308411,0.897196262,0.08411215,Proactive Correction
Nagaland,Mon,618,1434,171,2223,0.278002699,0.645074224,4662,14044,8414.754836,0.249211525,0.750788475,0.331933072,2.316639742,19493.95547,2096.223022,3.783612786,0.888785047,0.880373832,0.008411215,Proactive Correction
Nagaland,Niuland,14,15,2,31,0.451612903,0.483870968,373,285,21225.80645,0.566009105,0.433990895,1.304195804,1,21225.80645,11656.25,663.3064516,0.904672897,0.194392523,0.710280374,Proactive Correction
Nagaland,Noklak,70,246,38,354,0.197740113,0.694915254,447,747,3372.881356,0.374058577,0.625941423,0.597593583,3.464788732,11686.32132,1259.15493,9.501074242,0.758878505,0.580373832,0.178504673,Proactive Correction
Nagaland,Peren,511,843,100,1454,0.351444292,0.579779917,1804,4584,4393.397524,0.282360307,0.717639693,0.393456925,1.646484375,7233.660377,1239.862543,3.019517199,0.587850467,0.820560748,-0.23271028,Stricter Enforcement
Nagaland,Phek,309,695,39,1043,0.296260786,0.666347076,1468,8758,9804.410355,0.143541606,0.856458394,0.167599041,2.241935484,21980.85547,1406.130268,9.391197658,0.913084112,0.958878505,-0.045794393,Stricter Enforcement
Nagaland,Shamator,3,221,23,247,0.012145749,0.894736842,433,170,2441.295547,0.716887417,0.283112583,2.532163743,55.25,134881.5789,1745.967742,9.843933655,0.995327103,0.079439252,0.91588785,Proactive Correction
Nagaland,Tseminyu,7,15,10,32,0.21875,0.46875,91,186,8656.25,0.327338129,0.672661871,0.486631016,1.875,16230.46875,2757.575758,262.3106061,0.845794393,0.705607477,0.140186916,Proactive Correction
Nagaland,Tuensang,512,983,84,1579,0.324255858,0.622545915,4239,9708,8832.805573,0.30391454,0.69608546,0.436605212,1.916179337,16925.23953,2682.911392,5.590383274,0.858878505,0.762616822,0.096261682,Proactive Correction
Nagaland,Wokha,118,410,30,558,0.211469534,0.734767025,1905,6927,15827.95699,0.215668516,0.784331484,0.274971132,3.445378151,54533.29719,3407.871199,28.314771,0.982242991,0.922429907,0.059813084,Proactive Correction
Nagaland,Zunheboto,131,583,47,761,0.172141919,0.76609724,2439,7963,13668.85677,0.2344516,0.7655484,0.306253139,4.416666667,60370.78406,3200.787402,17.93813224,0.985046729,0.909345794,0.075700935,Proactive Correction
ODISHA,NUAPADA,1,0,0,1,1,0,50,34,84000,0.588235294,0.411764706,1.428571429,0,0,25000,42000,0.038785047,0.168691589,-0.129906542,Stricter Enforcement
Odisha,ANGUL,1,0,0,1,1,0,9,5,14000,0.6,0.4,1.5,0,0,4500,7000,0.038785047,0.155607477,-0.11682243,Stricter Enforcement
Odisha,ANUGUL,12,1,0,13,0.923076923,0.076923077,145,245,30000,0.37084399,0.62915601,0.589430894,0.076923077,2307.692308,10357.14286,2142.857143,0.203738318,0.585981308,-0.382242991,Stricter Enforcement
Odisha,Angul,2582,413,14,3009,0.858092389,0.137254902,29455,64048,31074.44334,0.315013261,0.684986739,0.459882278,0.159891599,4968.542431,9785.714286,10.32373533,0.438317757,0.737383178,-0.299065421,Stricter Enforcement
Odisha,Anugal,1,2,0,3,0.333333333,0.666666667,11,4,5000,0.6875,0.3125,2.2,1,5000,2750,1250,0.440654206,0.099065421,0.341588785,Proactive Correction
Odisha,Anugul,117,26,0,143,0.818181818,0.181818182,1458,1654,21762.23776,0.468358497,0.531641503,0.880966767,0.220338983,4795.069337,10125,151.1266511,0.420560748,0.358878505,0.061682243,Proactive Correction
Odisha,Balangir,4254,924,56,5234,0.812762705,0.176538021,37804,88972,24221.62782,0.29819289,0.70180711,0.424892945,0.217156287,5259.878755,7221.39446,4.626863003,0.459813084,0.778504673,-0.318691589,Stricter Enforcement
Odisha,Baleshwar,641,204,0,845,0.758579882,0.241420118,10283,21064,37097.04142,0.328027306,0.671972694,0.488155709,0.317757009,11787.84494,12154.84634,43.84993076,0.760747664,0.701869159,0.058878505,Proactive Correction
Odisha,Baleswar,4864,1147,4,6015,0.808645054,0.190689942,43208,104663,24583.7074,0.292198658,0.707801342,0.412825804,0.235765673,5795.994324,7182.180851,4.086387533,0.491588785,0.790654206,-0.299065421,Stricter Enforcement
Odisha,Bargarh,4329,818,3,5150,0.840582524,0.158834951,34705,80792,22426.60194,0.300481394,0.699518606,0.429554541,0.18891455,4236.711406,6737.526694,4.353834584,0.375700935,0.771962617,-0.396261682,Stricter Enforcement
Odisha,Baudh,138,33,0,171,0.807017544,0.192982456,1126,4840,34888.88889,0.188704542,0.811295458,0.232596571,0.237410072,8282.973621,6546.511628,202.8423773,0.643925234,0.947663551,-0.303738318,Stricter Enforcement
Odisha,Bhadrak,3369,1137,14,4520,0.745353982,0.251548673,40043,92075,29229.64602,0.303082827,0.696917173,0.434890742,0.337388724,9861.752974,8857.111259,6.465305467,0.708411215,0.764485981,-0.056074766,Stricter Enforcement
Odisha,Boudh,1177,245,2,1424,0.826544944,0.172050562,9187,24307,23521.06742,0.274279743,0.725720257,0.377941418,0.207979626,4891.902816,6447.017544,16.50601222,0.426168224,0.837383178,-0.411214953,Stricter Enforcement
Odisha,Cuttack,4040,1025,15,5080,0.795275591,0.201771654,48636,134761,36101.77165,0.265193732,0.734806268,0.360902925,0.253650087,9157.217507,9572.13147,7.105249292,0.685046729,0.857943925,-0.172897196,Stricter Enforcement
Odisha,Debagarh,776,95,5,876,0.885844749,0.108447489,7982,16247,27658.6758,0.329426331,0.670573669,0.491260463,0.122265122,3381.691378,9101.482326,31.53782873,0.306542056,0.698130841,-0.391588785,Stricter Enforcement
Odisha,Dhenkanal,2358,525,8,2891,0.815634728,0.181598063,29303,76075,36450.3632,0.278072481,0.721927519,0.385180609,0.222551929,8112.098634,10132.4343,12.60386003,0.63364486,0.828037383,-0.194392523,Stricter Enforcement
Odisha,Gajapati,1658,318,18,1994,0.831494483,0.159478435,21304,58926,40235.70712,0.265533273,0.734466727,0.361532065,0.191681736,7712.45019,10678.69674,20.16827425,0.613084112,0.856074766,-0.242990654,Stricter Enforcement
Odisha,Ganjam,6709,996,9,7714,0.869717397,0.129115893,94585,181851,35835.62354,0.342157526,0.657842474,0.520120758,0.148435171,5319.266922,12259.88334,4.644928521,0.465420561,0.656074766,-0.190654206,Stricter Enforcement
Odisha,JAJPUR,1967,456,49,2472,0.795711974,0.184466019,18582,36548,22301.77994,0.337051749,0.662948251,0.508413363,0.231707317,5167.485595,7513.950667,9.018107535,0.453271028,0.671028037,-0.217757009,Stricter Enforcement
Odisha,Jagatsinghapur,2821,304,24,3149,0.895839949,0.096538584,15608,48175,20255.00159,0.244700865,0.755299135,0.323978745,0.107725018,2181.970405,4954.920635,6.430159234,0.192523364,0.888785047,-0.696261682,Stricter Enforcement
Odisha,Jagatsinghpur,626,68,0,694,0.902017291,0.097982709,5173,12093,24878.96254,0.299588811,0.700411189,0.42773276,0.108452951,2698.196894,7443.165468,35.7970684,0.235514019,0.773831776,-0.538317757,Stricter Enforcement
Odisha,Jajapur,2014,481,2,2497,0.806567881,0.192631157,26249,59354,34282.33881,0.306632868,0.693367132,0.442237385,0.238709677,8183.526038,10508.00641,13.72391465,0.638317757,0.758878505,-0.120560748,Stricter Enforcement
Odisha,Jajpur,10,7,0,17,0.588235294,0.411764706,235,286,30647.05882,0.450191571,0.549808429,0.818815331,0.636363636,19502.6738,13055.55556,1702.614379,0.889719626,0.406542056,0.48317757,Proactive Correction
Odisha,Jharsuguda,1071,86,0,1157,0.925669836,0.074330164,16671,25789,36698.35782,0.392619109,0.607380891,0.646413339,0.080223881,2944.084676,14396.37306,31.69115529,0.268224299,0.540186916,-0.271962617,Stricter Enforcement
Odisha,Kalahandi,3350,1071,64,4485,0.746934225,0.238795987,47377,94910,31725.08361,0.332965535,0.667034465,0.499172909,0.319606088,10139.52986,10561.07891,7.072020422,0.719626168,0.685981308,0.03364486,Proactive Correction
